model,scenario,env,sample,iteration_index,iteration_id,warmup_healthy,warmup_duration_s,explore_duration_s,explore_peak_goodput_rps,explore_stop_reason,explore_stop_category,recovery_attempted,recovery_duration_s,recovery_success,refine_attempted,refine_duration_s,refine_success,sustained_goodput_rps,final_stop_reason,total_duration_s,peak_sustained_gap_rps,peak_sustained_gap_pct
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Go-net-http,0,5,iteration-005-spec,True,30.0,313.0,23254.0,"explore end (p95=1200>1000ms) peak=25231u/23254.0/s -> recovery settle attempt=1 users=18923 (75% peak, drop=9459, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,17327.4,refine-goodput-stall,429.0,5926.6,34.20
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Go-net-http,0,6,iteration-006-code,True,30.0,249.0,26466.6,"explore end (p95=1100>1000ms) peak=28382u/26466.6/s -> recovery settle attempt=1 users=21286 (75% peak, drop=9412, hold=45s)",p95-latency,True,45.0,True,True,62.0,True,20326.7,refine-goodput-stall,386.0,6139.9,30.21
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Go-net-http,0,7,iteration-007-code,True,30.0,228.0,27914.9,"explore end (goodput=26219.5<95%*peak=26519.2 (3 checks)) peak=29517u/27914.9/s -> recovery settle attempt=1 users=22138 (75% peak, drop=9788, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,21001.3,refine-goodput-stall,344.0,6913.6,32.92
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Go-net-http,0,8,iteration-008-spec,True,30.0,261.0,27423.8,"explore end (p95=1100>1000ms) peak=28382u/27423.8/s -> recovery settle attempt=1 users=21286 (75% peak, drop=11917, hold=45s)",p95-latency,True,45.0,True,True,63.0,True,19813.8,refine-goodput-stall,399.0,7610.0,38.41
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Go-net-http,0,9,iteration-009-code,True,30.0,242.0,27878.5,"explore end (goodput=26044.0<95%*peak=26484.6 (3 checks)) peak=29517u/27878.5/s -> recovery settle attempt=1 users=22138 (75% peak, drop=9788, hold=45s)",goodput-collapse,True,45.0,True,True,62.0,True,21159.9,refine-goodput-stall,379.0,6718.6,31.75
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Go-net-http,0,10,iteration-010-spec,True,30.0,211.0,27840.7,"explore end (p95=1100>1000ms) peak=29517u/27840.7/s -> recovery settle attempt=1 users=22138 (75% peak, drop=8560, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,22077.5,refine-goodput-stall,327.0,5763.2,26.10
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,0,iteration-000-baseline,True,30.0,313.0,5787.2,"explore end (p95=1500>1000ms) peak=8089u/5787.2/s -> recovery settle attempt=1 users=6067 (75% peak, drop=2346, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,5543.5,refine-goodput-stall,429.0,243.7,4.40
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,1,iteration-001-spec,True,30.0,266.0,8449.7,"explore end (p95=1100>1000ms) peak=11976u/8449.7/s -> recovery settle attempt=1 users=8982 (75% peak, drop=2994, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,8024.5,refine-goodput-stall,382.0,425.2,5.30
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,2,iteration-002-code,True,30.0,418.0,12206.5,"explore end (p95=2200>1000ms) peak=19173u/12206.5/s -> recovery settle attempt=1 users=14380 (75% peak, drop=4793, hold=45s)",p95-latency,True,90.0,True,True,148.0,True,11530.2,refine-goodput-stall,686.0,676.3,5.87
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,3,iteration-003-spec,True,30.0,369.0,12391.9,"explore end (p95=1200>1000ms) peak=17727u/12391.9/s -> recovery settle attempt=1 users=13295 (75% peak, drop=5878, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,10499.7,refine-goodput-stall,485.0,1892.2,18.02
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,5,iteration-005-code,True,30.0,333.0,12169.5,"explore end (p95=1400>1000ms) peak=16389u/12169.5/s -> recovery settle attempt=1 users=12292 (75% peak, drop=5435, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,10269.9,refine-goodput-stall,449.0,1899.6,18.50
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,6,iteration-006-spec,True,30.0,301.0,14056.1,"explore end (p95=1100>1000ms) peak=17727u/14056.1/s -> recovery settle attempt=1 users=13295 (75% peak, drop=5141, hold=45s)",p95-latency,True,45.0,True,True,63.0,True,12210.6,refine-goodput-stall,439.0,1845.5,15.11
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,7,iteration-007-code,True,30.0,350.0,13846.3,"explore end (p95=1200>1000ms) peak=17727u/13846.3/s -> recovery settle attempt=1 users=13295 (75% peak, drop=5141, hold=45s)",p95-latency,True,45.0,True,True,63.0,True,11997.8,refine-goodput-stall,488.0,1848.5,15.41
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,8,iteration-008-spec,True,30.0,360.0,14394.7,"explore end (p95=1500>1000ms) peak=19940u/14394.7/s -> recovery settle attempt=1 users=14955 (75% peak, drop=5783, hold=45s)",p95-latency,True,45.0,True,True,42.0,True,12129.9,refine-goodput-stall,477.0,2264.8,18.67
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,9,iteration-009-code,True,30.0,342.0,14650.7,"explore end (p95=1200>1000ms) peak=20738u/14650.7/s -> recovery settle attempt=1 users=15554 (75% peak, drop=6014, hold=45s)",p95-latency,True,45.0,True,True,20.0,False,,overload-peak,437.0,,
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Python-Flask,0,10,iteration-010-spec,True,30.0,339.0,15127.8,"explore end (p95=1100>1000ms) peak=19940u/15127.8/s -> recovery settle attempt=1 users=14955 (75% peak, drop=6613, hold=45s)",p95-latency,True,46.0,True,True,41.0,True,12749.0,refine-goodput-stall,456.0,2378.8,18.66
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,0,iteration-000-baseline,True,30.0,208.0,7353.5,"explore end (goodput=6972.5<95%*peak=6985.8 (3 checks)) peak=7778u/7353.5/s -> recovery settle attempt=1 users=5834 (75% peak, drop=3266, hold=45s)",goodput-collapse,True,45.0,True,True,169.0,True,7527.2,refine-goodput-stall,452.0,-173.7,-2.31
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,1,iteration-001-code,True,30.0,76.0,2314.0,"explore end (goodput=2153.0<95%*peak=2198.3 (3 checks)) peak=3155u/2314.0/s -> recovery settle attempt=1 users=2366 (75% peak, drop=2125, hold=45s)",goodput-collapse,True,91.0,True,True,20.0,False,,overload-peak,217.0,,
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,2,iteration-002-code,True,30.0,338.0,7584.1,"explore end (fail%=2.5>thr=2.0) peak=11515u/7584.1/s -> recovery settle attempt=1 users=8636 (75% peak, drop=12932, hold=45s)",failure-rate,True,45.0,True,True,42.0,True,7971.6,refine-goodput-stall,455.0,-387.5,-4.86
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,3,iteration-003-spec,True,30.0,135.0,8304.0,"explore end (goodput=7882.9<95%*peak=7888.8 (3 checks)) peak=11515u/8304.0/s -> recovery settle attempt=1 users=8636 (75% peak, drop=35056, hold=45s)",goodput-collapse,True,45.0,True,True,105.0,True,8060.0,refine-goodput-stall,315.0,244.0,3.03
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,4,iteration-004-spec,True,30.0,221.0,15141.9,"explore end (fail%=2.0>thr=2.0) peak=16389u/15141.9/s -> recovery settle attempt=1 users=12292 (75% peak, drop=10139, hold=45s)",failure-rate,True,45.0,True,True,62.0,True,13000.1,overload-peak,358.0,2141.8,16.48
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,5,iteration-005-code,True,30.0,240.0,15305.9,"explore end (goodput=13977.5<95%*peak=14540.6 (3 checks)) peak=16389u/15305.9/s -> recovery settle attempt=1 users=12292 (75% peak, drop=13948, hold=45s)",goodput-collapse,True,46.0,True,True,168.0,True,14052.4,refine-goodput-stall,484.0,1253.5,8.92
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,6,iteration-006-spec,True,30.0,287.0,15871.5,"explore end (fail%=2.1>thr=2.0) peak=30698u/15871.5/s -> recovery settle attempt=1 users=23024 (75% peak, drop=18988, hold=45s)",failure-rate,True,45.0,True,True,41.0,True,15832.6,overload-peak,403.0,38.9,0.25
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,7,iteration-007-spec,True,30.0,254.0,15685.0,"explore end (fail%=2.3>thr=2.0) peak=23328u/15685.0/s -> recovery settle attempt=1 users=17496 (75% peak, drop=26196, hold=45s)",failure-rate,True,46.0,True,True,41.0,True,15995.6,refine-goodput-stall,371.0,-310.6,-1.94
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,8,iteration-008-code,True,30.0,269.0,15714.8,"explore end (fail%=2.1>thr=2.0) peak=37348u/15714.8/s -> recovery settle attempt=1 users=28011 (75% peak, drop=14001, hold=45s)",failure-rate,True,45.0,True,True,41.0,True,15608.1,overload-peak,385.0,106.7,0.68
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,9,iteration-009-spec,True,30.0,244.0,15191.7,"explore end (fail%=2.0>thr=2.0) peak=18436u/15191.7/s -> recovery settle attempt=1 users=13827 (75% peak, drop=28185, hold=45s)",failure-rate,True,46.0,True,True,147.0,True,15258.0,refine-goodput-stall,467.0,-66.3,-0.43
anthropic-claude-opus-4-8,SplitNestSharedExpenseLedger,Rust-Actix,0,10,iteration-010-spec,True,30.0,136.0,15996.1,"explore end (goodput=14989.8<95%*peak=15196.3 (3 checks)) peak=16389u/15996.1/s -> recovery settle attempt=1 users=12292 (75% peak, drop=6881, hold=45s)",goodput-collapse,True,45.0,True,True,189.0,True,15709.3,refine-goodput-stall,400.0,286.8,1.83
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,0,iteration-000-baseline,True,30.0,118.0,3910.6,"explore end (p95=1100>1000ms) peak=4318u/3910.6/s -> recovery settle attempt=1 users=3238 (75% peak, drop=1433, hold=45s)",p95-latency,True,135.0,False,False,,,0.0,recovery-unhealthy,283.0,3910.6,
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,2,iteration-002-spec,True,30.0,120.0,6867.7,"explore end (p95=1300>1000ms) peak=7778u/6867.7/s -> recovery settle attempt=1 users=5834 (75% peak, drop=1944, hold=45s)",p95-latency,True,135.0,False,False,,,0.0,recovery-unhealthy,285.0,6867.7,
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,3,iteration-003-code,True,30.0,280.0,26098.7,"explore end (p95=1100>1000ms) peak=30698u/26098.7/s -> recovery settle attempt=1 users=23024 (75% peak, drop=8902, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,20666.7,refine-goodput-stall,396.0,5432.0,26.28
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,4,iteration-004-code,True,30.0,227.0,35340.1,"explore end (goodput=33542.9<95%*peak=33573.1 (3 checks)) peak=40396u/35340.1/s -> recovery settle attempt=1 users=30297 (75% peak, drop=10099, hold=45s)",goodput-collapse,True,45.0,True,True,62.0,True,25449.4,refine-goodput-stall,364.0,9890.7,38.86
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,5,iteration-005-code,True,30.0,61.0,1475.8,"explore end (goodput=1172.8<95%*peak=1402.0 (3 checks)) peak=1970u/1475.8/s -> recovery settle attempt=1 users=1478 (75% peak, drop=1015, hold=45s)",goodput-collapse,True,136.0,False,False,,,0.0,recovery-unhealthy,227.0,1475.8,
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,6,iteration-006-code,True,30.0,227.0,34763.4,"explore end (p95=1200>1000ms) peak=38842u/34763.4/s -> recovery settle attempt=1 users=29132 (75% peak, drop=11264, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,24189.5,refine-goodput-stall,343.0,10573.9,43.71
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,7,iteration-007-code,True,30.0,223.0,38380.1,"explore end (p95=1100>1000ms) peak=42012u/38380.1/s -> recovery settle attempt=1 users=31509 (75% peak, drop=13931, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,26125.5,refine-goodput-stall,339.0,12254.6,46.91
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,8,iteration-008-spec,True,30.0,231.0,39377.8,"explore end (goodput=37065.2<95%*peak=37408.9 (3 checks)) peak=43692u/39377.8/s -> recovery settle attempt=1 users=32769 (75% peak, drop=12671, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,25644.8,refine-goodput-stall,347.0,13733.0,53.55
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,9,iteration-009-code,True,30.0,231.0,37486.6,"explore end (p95=1100>1000ms) peak=42012u/37486.6/s -> recovery settle attempt=1 users=31509 (75% peak, drop=12183, hold=45s)",p95-latency,True,45.0,True,True,49.0,True,25140.1,refine-goodput-stall,355.0,12346.5,49.11
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Go-net-http,0,10,iteration-010-code,True,30.0,250.0,40003.5,"explore end (p95=1600>1000ms) peak=43692u/40003.5/s -> recovery settle attempt=1 users=32769 (75% peak, drop=14489, hold=45s)",p95-latency,True,45.0,True,True,42.0,True,25617.6,refine-goodput-stall,367.0,14385.9,56.16
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,0,iteration-000-baseline,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,1,iteration-001-code,True,30.0,259.0,2073.8,"explore end (p95=1100>1000ms) peak=2593u/2073.8/s -> recovery settle attempt=1 users=1945 (75% peak, drop=648, hold=45s)",p95-latency,True,45.0,True,True,42.0,True,1746.0,refine-goodput-stall,376.0,327.8,18.77
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,2,iteration-002-spec,True,30.0,274.0,2116.6,"explore end (p95=1200>1000ms) peak=2593u/2116.6/s -> recovery settle attempt=1 users=1945 (75% peak, drop=752, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,1705.0,refine-goodput-stall,390.0,411.6,24.14
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,3,iteration-003-code,True,30.0,246.0,7575.4,"explore end (p95=2000>1000ms) peak=10237u/7575.4/s -> recovery settle attempt=1 users=7678 (75% peak, drop=2559, hold=45s)",p95-latency,True,91.0,True,True,104.0,True,6130.1,refine-goodput-stall,471.0,1445.3,23.58
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,4,iteration-004-spec,True,30.0,347.0,14043.8,"explore end (p95=2000>1000ms) peak=19940u/14043.8/s -> recovery settle attempt=1 users=14955 (75% peak, drop=5783, hold=45s)",p95-latency,True,45.0,True,True,316.0,True,15425.8,refine-goodput-stall,738.0,-1382.0,-8.96
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,5,iteration-005-spec,True,30.0,367.0,17073.2,"explore end (p95=2000>1000ms) peak=24261u/17073.2/s -> recovery settle attempt=1 users=18196 (75% peak, drop=6065, hold=45s)",p95-latency,True,136.0,True,True,168.0,True,13642.0,refine-goodput-stall,701.0,3431.2,25.15
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,6,iteration-006-spec,True,30.0,323.0,13980.8,"explore end (p95=2000>1000ms) peak=19173u/13980.8/s -> recovery settle attempt=1 users=14380 (75% peak, drop=5560, hold=45s)",p95-latency,True,45.0,True,True,273.0,True,14786.6,refine-goodput-stall,671.0,-805.8,-5.45
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,7,iteration-007-code,True,30.0,352.0,13177.5,"explore end (p95=2000>1000ms) peak=19940u/13177.5/s -> recovery settle attempt=1 users=14955 (75% peak, drop=4985, hold=45s)",p95-latency,True,45.0,True,True,125.0,True,13590.0,refine-goodput-stall,552.0,-412.5,-3.04
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,8,iteration-008-code,True,30.0,244.0,13862.7,"explore end (p95=2000>1000ms) peak=19940u/13862.7/s -> recovery settle attempt=1 users=14955 (75% peak, drop=4985, hold=45s)",p95-latency,True,45.0,True,True,105.0,True,13322.7,refine-goodput-stall,424.0,540.0,4.05
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,9,iteration-009-spec,True,30.0,357.0,16182.7,"explore end (p95=2000>1000ms) peak=23328u/16182.7/s -> recovery settle attempt=1 users=17496 (75% peak, drop=5832, hold=45s)",p95-latency,True,90.0,True,True,126.0,True,13892.7,refine-goodput-stall,603.0,2290.0,16.48
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Python-Flask,0,10,iteration-010-spec,True,30.0,274.0,14529.5,"explore end (p95=2000>1000ms) peak=20738u/14529.5/s -> recovery settle attempt=1 users=15554 (75% peak, drop=6014, hold=45s)",p95-latency,True,90.0,True,True,126.0,True,12539.2,refine-goodput-stall,520.0,1990.3,15.87
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,0,iteration-000-baseline,True,30.0,119.0,3876.9,"explore end (goodput=3467.2<95%*peak=3683.1 (3 checks)) peak=4318u/3876.9/s -> recovery settle attempt=1 users=3238 (75% peak, drop=1620, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,1947.1,refine-goodput-stall,235.0,1929.8,99.11
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,1,iteration-001-spec,True,30.0,117.0,6585.3,"explore end (goodput=6008.0<95%*peak=6256.0 (3 checks)) peak=7191u/6585.3/s -> recovery settle attempt=1 users=5393 (75% peak, drop=2086, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,282.0,6585.3,
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,2,iteration-002-code,True,30.0,137.0,7329.2,"explore end (goodput=6733.5<95%*peak=6962.7 (3 checks)) peak=9100u/7329.2/s -> recovery settle attempt=1 users=6825 (75% peak, drop=3018, hold=45s)",goodput-collapse,True,135.0,True,True,65.0,True,5049.3,refine-goodput-stall,367.0,2279.9,45.15
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,3,iteration-003-code,True,30.0,166.0,7579.2,"explore end (max users=100000 reached) peak=11976u/7579.2/s -> recovery settle attempt=1 users=8982 (75% peak, drop=91018, hold=45s)",max-users-ceiling,True,45.0,True,True,82.0,True,7502.7,refine-goodput-stall,323.0,76.5,1.02
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,4,iteration-004-code,True,30.0,159.0,7645.1,"explore end (goodput=7004.9<95%*peak=7262.8 (3 checks)) peak=11515u/7645.1/s -> recovery settle attempt=1 users=8636 (75% peak, drop=76473, hold=45s)",goodput-collapse,True,45.0,True,True,79.0,True,7569.3,refine-goodput-stall,313.0,75.8,1.00
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,5,iteration-005-code,True,30.0,152.0,7644.7,"explore end (goodput=7048.0<95%*peak=7262.5 (3 checks)) peak=11515u/7644.7/s -> recovery settle attempt=1 users=8636 (75% peak, drop=67026, hold=45s)",goodput-collapse,True,45.0,True,True,80.0,True,7424.4,run-time-elapsed,307.0,220.3,2.97
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,6,iteration-006-spec,True,30.0,165.0,11255.0,"explore end (max users=100000 reached) peak=99565u/11255.0/s -> recovery settle attempt=1 users=74674 (75% peak, drop=25326, hold=45s)",max-users-ceiling,True,45.0,True,True,54.0,True,11236.0,refine-goodput-stall,294.0,19.0,0.17
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,7,iteration-007-spec,True,30.0,157.0,11286.0,"explore end (max users=100000 reached) peak=16389u/11286.0/s -> recovery settle attempt=1 users=12292 (75% peak, drop=87708, hold=45s)",max-users-ceiling,True,45.0,True,True,37.0,True,6704.8,run-time-elapsed,269.0,4581.2,68.33
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,8,iteration-008-spec,True,30.0,131.0,11302.8,"explore end (goodput=10602.4<95%*peak=10737.7 (3 checks)) peak=14010u/11302.8/s -> recovery settle attempt=1 users=10508 (75% peak, drop=7219, hold=45s)",goodput-collapse,True,45.0,True,True,102.0,True,11263.4,run-time-elapsed,308.0,39.4,0.35
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,9,iteration-009-code,True,30.0,158.0,11220.6,"explore end (max users=100000 reached) peak=95736u/11220.6/s -> recovery settle attempt=1 users=71802 (75% peak, drop=28198, hold=45s)",max-users-ceiling,True,45.0,True,True,81.0,True,11114.4,run-time-elapsed,314.0,106.2,0.96
anthropic-claude-opus-4-8,TransitPulseDelayReporter,Rust-Actix,0,10,iteration-010-spec,True,30.0,195.0,10653.4,"explore end (goodput=10043.8<95%*peak=10120.7 (3 checks)) peak=25231u/10653.4/s -> recovery settle attempt=1 users=18923 (75% peak, drop=18425, hold=45s)",goodput-collapse,True,45.0,True,True,73.0,True,10827.7,refine-goodput-stall,343.0,-174.3,-1.61
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,0,iteration-000-baseline,True,30.0,311.0,18582.9,"explore end (p95=1200>1000ms) peak=18436u/18582.9/s -> recovery settle attempt=1 users=13827 (75% peak, drop=9501, hold=45s)",p95-latency,True,45.0,True,True,415.0,True,22468.9,refine-goodput-stall,801.0,-3886.0,-17.30
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,1,iteration-001-spec,True,30.0,376.0,28217.0,"explore end (p95=1100>1000ms) peak=31926u/28217.0/s -> recovery settle attempt=1 users=23944 (75% peak, drop=11968, hold=45s)",p95-latency,True,45.0,True,True,84.0,True,26651.7,refine-goodput-stall,535.0,1565.3,5.87
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,2,iteration-002-code,True,30.0,393.0,27151.2,"explore end (p95=1100>1000ms) peak=34531u/27151.2/s -> recovery settle attempt=1 users=25898 (75% peak, drop=10014, hold=45s)",p95-latency,True,45.0,True,True,104.0,True,26319.2,refine-goodput-stall,572.0,832.0,3.16
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,3,iteration-003-spec,True,30.0,289.0,23815.2,"explore end (p95=1100>1000ms) peak=25231u/23815.2/s -> recovery settle attempt=1 users=18923 (75% peak, drop=9459, hold=45s)",p95-latency,True,45.0,True,True,44.0,True,17954.1,refine-goodput-stall,408.0,5861.1,32.64
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,4,iteration-004-spec,True,30.0,381.0,26473.9,"explore end (p95=1100>1000ms) peak=33203u/26473.9/s -> recovery settle attempt=1 users=24902 (75% peak, drop=9629, hold=45s)",p95-latency,True,45.0,True,True,84.0,True,26055.9,refine-goodput-stall,540.0,418.0,1.60
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,5,iteration-005-code,True,30.0,365.0,33428.1,"explore end (p95=1100>1000ms) peak=38842u/33428.1/s -> recovery settle attempt=1 users=29132 (75% peak, drop=12880, hold=45s)",p95-latency,True,45.0,True,True,83.0,True,31962.4,refine-goodput-stall,523.0,1465.7,4.59
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,6,iteration-006-spec,True,30.0,385.0,33600.2,"explore end (p95=1400>1000ms) peak=42012u/33600.2/s -> recovery settle attempt=1 users=31509 (75% peak, drop=12183, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,31752.4,refine-goodput-stall,501.0,1847.8,5.82
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,7,iteration-007-code,True,30.0,342.0,35501.5,"explore end (p95=1100>1000ms) peak=38842u/35501.5/s -> recovery settle attempt=1 users=29132 (75% peak, drop=14560, hold=45s)",p95-latency,True,45.0,True,True,126.0,True,34803.8,refine-goodput-stall,543.0,697.7,2.00
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,8,iteration-008-spec,True,30.0,359.0,35282.3,"explore end (p95=1100>1000ms) peak=42012u/35282.3/s -> recovery settle attempt=1 users=31509 (75% peak, drop=12183, hold=45s)",p95-latency,True,45.0,True,True,66.0,True,34100.9,refine-goodput-stall,500.0,1181.4,3.46
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,9,iteration-009-code,True,30.0,339.0,51963.1,"explore end (p95=1100>1000ms) peak=59796u/51963.1/s -> recovery settle attempt=1 users=44847 (75% peak, drop=14949, hold=45s)",p95-latency,True,45.0,True,True,177.0,True,55196.3,refine-goodput-stall,591.0,-3233.2,-5.86
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,10,iteration-010-code,True,30.0,371.0,62595.3,"explore end (p95=1200>1000ms) peak=69954u/62595.3/s -> recovery settle attempt=1 users=52466 (75% peak, drop=20286, hold=45s)",p95-latency,True,45.0,True,True,136.0,True,63159.1,refine-goodput-stall,582.0,-563.8,-0.89
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,0,iteration-000-baseline,True,30.0,335.0,15657.3,"explore end (p95=1500>1000ms) peak=19940u/15657.3/s -> recovery settle attempt=1 users=14955 (75% peak, drop=5783, hold=45s)",p95-latency,True,45.0,True,True,107.0,True,16274.5,refine-goodput-stall,517.0,-617.2,-3.79
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,1,iteration-001-code,True,30.0,102.0,7610.4,"explore end (goodput=7090.0<95%*peak=7229.9 (3 checks)) peak=6648u/7610.4/s -> recovery settle attempt=1 users=4986 (75% peak, drop=2205, hold=45s)",goodput-collapse,True,45.0,True,True,485.0,True,10168.6,refine-goodput-stall,662.0,-2558.2,-25.16
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,5,iteration-005-code,True,30.0,416.0,19838.3,"explore end (p95=1100>1000ms) peak=26240u/19838.3/s -> recovery settle attempt=1 users=19680 (75% peak, drop=7610, hold=45s)",p95-latency,True,46.0,True,True,83.0,True,19959.8,refine-goodput-stall,575.0,-121.5,-0.61
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,6,iteration-006-spec,True,30.0,298.0,20503.0,"explore end (goodput=18863.4<95%*peak=19477.8 (3 checks)) peak=24261u/20503.0/s -> recovery settle attempt=1 users=18196 (75% peak, drop=7035, hold=45s)",goodput-collapse,True,45.0,True,True,67.0,True,17111.8,overload-peak,440.0,3391.2,19.82
