model,scenario,env,sample,iteration_index,iteration_id,refinement_kind,goodput_rps,delta_goodput_rps,delta_goodput_pct,recovered_from_zero
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,5,iteration-005,code,31962.4,5906.5,22.67,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,6,iteration-006,spec,31752.4,-210.0,-0.66,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,7,iteration-007,code,34803.8,3051.4,9.61,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,8,iteration-008,spec,34100.9,-702.9,-2.02,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,9,iteration-009,code,55196.3,21095.4,61.86,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Go-net-http,0,10,iteration-010,code,63159.1,7962.8,14.43,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,0,iteration-000,baseline,16274.5,,,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,1,iteration-001,code,10168.6,-6105.9,-37.52,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,5,iteration-005,code,19959.8,9791.2,96.29,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,6,iteration-006,spec,17111.8,-2848.0,-14.27,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,7,iteration-007,spec,8596.9,-8514.9,-49.76,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,8,iteration-008,spec,20055.1,11458.2,133.28,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,9,iteration-009,spec,21096.6,1041.5,5.19,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Python-Flask,0,10,iteration-010,spec,8971.6,-12125.0,-57.47,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,0,iteration-000,baseline,25875.2,,,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,1,iteration-001,spec,0.0,-25875.2,-100.00,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,3,iteration-003,code,17085.5,17085.5,,True
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,4,iteration-004,spec,27595.7,10510.2,61.52,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,5,iteration-005,code,30430.8,2835.1,10.27,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,6,iteration-006,code,25750.1,-4680.7,-15.38,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,7,iteration-007,code,30313.1,4563.0,17.72,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,8,iteration-008,spec,29601.6,-711.5,-2.35,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,9,iteration-009,spec,0.0,-29601.6,-100.00,False
openai-gpt-5.5-2026-04-23,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,10,iteration-010,spec,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,0,iteration-000,baseline,5725.9,,,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,1,iteration-001,code,46134.1,40408.2,705.71,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,3,iteration-003,code,44706.8,-1427.3,-3.09,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,4,iteration-004,code,47134.7,2427.9,5.43,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,5,iteration-005,code,47103.1,-31.6,-0.07,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,6,iteration-006,code,96363.2,49260.1,104.58,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,7,iteration-007,spec,96738.6,375.4,0.39,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,8,iteration-008,code,96494.9,-243.7,-0.25,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,9,iteration-009,spec,96435.7,-59.2,-0.06,False
openai-gpt-5.5-2026-04-23,ClickCount,Go-net-http,0,10,iteration-010,code,97137.7,702.0,0.73,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,1,iteration-001,code,20132.3,20132.3,,True
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,3,iteration-003,code,21762.2,1629.9,8.10,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,4,iteration-004,spec,25319.1,3556.9,16.34,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,5,iteration-005,spec,26650.9,1331.8,5.26,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,6,iteration-006,spec,27661.8,1010.9,3.79,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,7,iteration-007,spec,24488.3,-3173.5,-11.47,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,8,iteration-008,code,31600.7,7112.4,29.04,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,9,iteration-009,spec,27036.1,-4564.6,-14.44,False
openai-gpt-5.5-2026-04-23,ClickCount,Python-Flask,0,10,iteration-010,spec,26603.7,-432.4,-1.60,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,1,iteration-001,spec,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,2,iteration-002,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,3,iteration-003,spec,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,4,iteration-004,code,38512.2,38512.2,,True
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,5,iteration-005,spec,0.0,-38512.2,-100.00,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,6,iteration-006,spec,40216.4,40216.4,,True
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,7,iteration-007,spec,41270.7,1054.3,2.62,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,8,iteration-008,spec,41029.6,-241.1,-0.58,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,9,iteration-009,spec,37234.0,-3795.6,-9.25,False
openai-gpt-5.5-2026-04-23,ClickCount,Rust-Actix,0,10,iteration-010,spec,42472.7,5238.7,14.07,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,0,iteration-000,baseline,27660.3,,,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,1,iteration-001,spec,30182.4,2522.1,9.12,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,2,iteration-002,code,57486.6,27304.2,90.46,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,3,iteration-003,spec,63604.0,6117.4,10.64,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,4,iteration-004,code,71148.0,7544.0,11.86,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,5,iteration-005,spec,73609.0,2461.0,3.46,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,6,iteration-006,spec,73284.0,-325.0,-0.44,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,7,iteration-007,code,92701.2,19417.2,26.50,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,8,iteration-008,spec,93138.4,437.2,0.47,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,9,iteration-009,code,93521.7,383.3,0.41,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Go-net-http,0,10,iteration-010,spec,92875.7,-646.0,-0.69,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,0,iteration-000,baseline,18374.6,,,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,1,iteration-001,spec,19382.2,1007.6,5.48,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,2,iteration-002,code,22389.9,3007.7,15.52,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,3,iteration-003,spec,26262.0,3872.1,17.29,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,4,iteration-004,spec,0.0,-26262.0,-100.00,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,5,iteration-005,spec,27360.6,27360.6,,True
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,6,iteration-006,code,28491.1,1130.5,4.13,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,7,iteration-007,spec,32586.2,4095.1,14.37,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,8,iteration-008,spec,32309.8,-276.4,-0.85,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,9,iteration-009,spec,28493.3,-3816.5,-11.81,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Python-Flask,0,10,iteration-010,spec,0.0,-28493.3,-100.00,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,0,iteration-000,baseline,14435.0,,,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,2,iteration-002,code,20819.2,6384.2,44.23,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,3,iteration-003,spec,21529.8,710.6,3.41,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,4,iteration-004,code,21561.3,31.5,0.15,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,5,iteration-005,spec,30867.7,9306.4,43.16,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,6,iteration-006,code,30821.5,-46.2,-0.15,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,7,iteration-007,spec,30978.2,156.7,0.51,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,8,iteration-008,code,30774.7,-203.5,-0.66,False
openai-gpt-5.5-2026-04-23,ParcelPinLockerPickup,Rust-Actix,0,10,iteration-010,code,30745.8,-28.9,-0.09,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,1,iteration-001,code,32034.1,32034.1,,True
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,2,iteration-002,spec,35538.6,3504.5,10.94,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,3,iteration-003,code,35904.1,365.5,1.03,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,4,iteration-004,spec,37151.2,1247.1,3.47,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,5,iteration-005,code,35849.4,-1301.8,-3.50,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,7,iteration-007,code,36176.4,327.0,0.91,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,8,iteration-008,code,37916.4,1740.0,4.81,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,9,iteration-009,code,37521.8,-394.6,-1.04,False
openai-gpt-5.5-2026-04-23,Petstore,Go-net-http,0,10,iteration-010,spec,38304.7,782.9,2.09,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,2,iteration-002,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,3,iteration-003,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,4,iteration-004,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,6,iteration-006,code,1883.0,1883.0,,True
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,7,iteration-007,spec,1811.2,-71.8,-3.81,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,8,iteration-008,code,1993.8,182.6,10.08,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,9,iteration-009,code,1909.4,-84.4,-4.23,False
openai-gpt-5.5-2026-04-23,Petstore,Python-Flask,0,10,iteration-010,code,1984.1,74.7,3.91,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,1,iteration-001,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,2,iteration-002,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,3,iteration-003,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,5,iteration-005,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,7,iteration-007,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,8,iteration-008,spec,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,9,iteration-009,spec,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Petstore,Rust-Actix,0,10,iteration-010,spec,27294.5,27294.5,,True
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,0,iteration-000,baseline,30815.0,,,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,1,iteration-001,code,67059.9,36244.9,117.62,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,2,iteration-002,spec,60140.5,-6919.4,-10.32,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,3,iteration-003,code,0.0,-60140.5,-100.00,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,4,iteration-004,code,66770.5,66770.5,,True
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,5,iteration-005,spec,81244.5,14474.0,21.68,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,6,iteration-006,code,88181.9,6937.4,8.54,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,7,iteration-007,spec,91631.8,3449.9,3.91,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,8,iteration-008,spec,91486.5,-145.3,-0.16,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,9,iteration-009,spec,92120.3,633.8,0.69,False
openai-gpt-5.5-2026-04-23,Recipes,Go-net-http,0,10,iteration-010,spec,90837.9,-1282.4,-1.39,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,0,iteration-000,baseline,9799.9,,,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,1,iteration-001,spec,9811.3,11.4,0.12,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,3,iteration-003,code,18413.6,8602.3,87.68,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,4,iteration-004,code,23293.9,4880.3,26.50,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,5,iteration-005,spec,30033.7,6739.8,28.93,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,6,iteration-006,spec,32557.8,2524.1,8.40,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,7,iteration-007,spec,29500.1,-3057.7,-9.39,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,9,iteration-009,code,29582.6,82.5,0.28,False
openai-gpt-5.5-2026-04-23,Recipes,Python-Flask,0,10,iteration-010,code,28158.7,-1423.9,-4.81,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,0,iteration-000,baseline,9163.6,,,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,1,iteration-001,code,35634.2,26470.6,288.87,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,2,iteration-002,code,0.0,-35634.2,-100.00,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,3,iteration-003,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,4,iteration-004,code,0.0,0.0,,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,5,iteration-005,spec,24520.1,24520.1,,True
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,6,iteration-006,code,46957.5,22437.4,91.51,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,7,iteration-007,spec,62365.8,15408.3,32.81,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,8,iteration-008,spec,80083.0,17717.2,28.41,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,9,iteration-009,spec,84794.6,4711.6,5.88,False
openai-gpt-5.5-2026-04-23,Recipes,Rust-Actix,0,10,iteration-010,spec,81651.9,-3142.7,-3.71,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,0,iteration-000,baseline,17296.2,,,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,1,iteration-001,spec,0.0,-17296.2,-100.00,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,2,iteration-002,code,14091.2,14091.2,,True
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,3,iteration-003,spec,17048.8,2957.6,20.99,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,4,iteration-004,code,16703.9,-344.9,-2.02,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,5,iteration-005,code,13240.4,-3463.5,-20.73,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,6,iteration-006,code,17708.6,4468.2,33.75,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,7,iteration-007,spec,17827.0,118.4,0.67,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,8,iteration-008,code,18231.3,404.3,2.27,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,9,iteration-009,spec,18350.8,119.5,0.66,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Go-net-http,0,10,iteration-010,spec,15320.2,-3030.6,-16.51,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,1,iteration-001,code,10702.6,10702.6,,True
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,2,iteration-002,code,14635.4,3932.8,36.75,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,3,iteration-003,spec,17011.7,2376.3,16.24,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,4,iteration-004,spec,19223.7,2212.0,13.00,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,5,iteration-005,code,18846.2,-377.5,-1.96,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,6,iteration-006,code,19816.3,970.1,5.15,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,7,iteration-007,spec,10078.0,-9738.3,-49.14,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,8,iteration-008,spec,19567.0,9489.0,94.16,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,9,iteration-009,spec,20037.6,470.6,2.41,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Python-Flask,0,10,iteration-010,spec,20076.1,38.5,0.19,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,0,iteration-000,baseline,10431.5,,,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,1,iteration-001,spec,11136.3,704.8,6.76,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,2,iteration-002,code,18738.2,7601.9,68.26,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,3,iteration-003,spec,15697.4,-3040.8,-16.23,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,4,iteration-004,spec,19110.6,3413.2,21.74,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,5,iteration-005,code,20180.0,1069.4,5.60,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,6,iteration-006,spec,19281.5,-898.5,-4.45,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,7,iteration-007,spec,21256.0,1974.5,10.24,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,8,iteration-008,code,18916.4,-2339.6,-11.01,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,9,iteration-009,code,19645.7,729.3,3.86,False
openai-gpt-5.5-2026-04-23,SplitNestSharedExpenseLedger,Rust-Actix,0,10,iteration-010,spec,20689.3,1043.6,5.31,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,1,iteration-001,code,19925.7,19925.7,,True
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,2,iteration-002,spec,16492.2,-3433.5,-17.23,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,3,iteration-003,code,22090.3,5598.1,33.94,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,4,iteration-004,code,0.0,-22090.3,-100.00,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,5,iteration-005,code,26552.1,26552.1,,True
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,6,iteration-006,spec,55051.2,28499.1,107.33,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,7,iteration-007,code,51771.8,-3279.4,-5.96,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,8,iteration-008,code,49694.8,-2077.0,-4.01,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,9,iteration-009,code,54542.5,4847.7,9.75,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Go-net-http,0,10,iteration-010,spec,55118.4,575.9,1.06,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,0,iteration-000,baseline,11861.8,,,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,1,iteration-001,spec,9329.8,-2532.0,-21.35,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,2,iteration-002,code,15625.3,6295.5,67.48,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,3,iteration-003,code,14227.0,-1398.3,-8.95,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,4,iteration-004,code,16520.5,2293.5,16.12,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,5,iteration-005,spec,20525.3,4004.8,24.24,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,6,iteration-006,spec,22318.1,1792.8,8.73,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,7,iteration-007,code,21491.7,-826.4,-3.70,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,8,iteration-008,code,21214.0,-277.7,-1.29,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,9,iteration-009,spec,19671.4,-1542.6,-7.27,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Python-Flask,0,10,iteration-010,spec,20159.4,488.0,2.48,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,0,iteration-000,baseline,31235.8,,,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,1,iteration-001,spec,18042.6,-13193.2,-42.24,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,2,iteration-002,spec,29843.9,11801.3,65.41,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,3,iteration-003,code,35171.8,5327.9,17.85,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,4,iteration-004,spec,61267.0,26095.2,74.19,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,5,iteration-005,spec,63917.8,2650.8,4.33,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,6,iteration-006,code,94783.4,30865.6,48.29,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,7,iteration-007,spec,95528.2,744.8,0.79,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,8,iteration-008,spec,95156.9,-371.3,-0.39,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,9,iteration-009,spec,94975.1,-181.8,-0.19,False
openai-gpt-5.5-2026-04-23,TransitPulseDelayReporter,Rust-Actix,0,10,iteration-010,spec,95650.9,675.8,0.71,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Go-net-http,0,4,iteration-004,code,0.0,0.0,,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Go-net-http,0,6,iteration-006,code,0.0,0.0,,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Go-net-http,0,8,iteration-008,code,10841.7,10841.7,,True
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Go-net-http,0,9,iteration-009,spec,0.0,-10841.7,-100.00,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Go-net-http,0,10,iteration-010,code,0.0,0.0,,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,0,iteration-000,baseline,7832.1,,,False
